HomoloGene ID,Common Organism Name,NCBI Taxon ID,Symbol
8573,"mouse, laboratory",10090,Phpt1
8573,human,9606,PHPT1
8574,"mouse, laboratory",10090,Babam1
8574,human,9606,BABAM1
8575,"mouse, laboratory",10090,Thyn1
8575,human,9606,THYN1
8579,"mouse, laboratory",10090,Stxbp6
8579,human,9606,STXBP6
8581,"mouse, laboratory",10090,Lgalsl
8581,human,9606,LGALSL
8584,"mouse, laboratory",10090,Commd9
8584,human,9606,COMMD9
8588,"mouse, laboratory",10090,Itpk1
8588,human,9606,ITPK1
8591,"mouse, laboratory",10090,Slc5a4a
8591,human,9606,SLC5A4
8592,"mouse, laboratory",10090,Slc6a7
8592,human,9606,SLC6A7
8594,"mouse, laboratory",10090,Ubl4
8594,human,9606,UBL4A
8596,"mouse, laboratory",10090,Adamts3
8596,human,9606,ADAMTS3
8597,"mouse, laboratory",10090,Adamts2
8597,human,9606,ADAMTS2
8600,"mouse, laboratory",10090,Tmem5
8600,human,9606,TMEM5
8603,"mouse, laboratory",10090,Cd209d
8603,human,9606,CLEC4M
8604,"mouse, laboratory",10090,Sycp2
8604,human,9606,SYCP2
8605,"mouse, laboratory",10090,Ticam1
8605,human,9606,TICAM1
8606,"mouse, laboratory",10090,1110004F10Rik
8606,human,9606,C11orf58
8607,"mouse, laboratory",10090,Adam29
8607,human,9606,ADAM29
8609,"mouse, laboratory",10090,Il1rapl1
8609,human,9606,IL1RAPL1
8610,"mouse, laboratory",10090,Adamts15
8610,human,9606,ADAMTS15
8611,"mouse, laboratory",10090,Mgat4b
8611,human,9606,MGAT4B
8612,"mouse, laboratory",10090,Olfm1
8612,human,9606,OLFM1
8614,"mouse, laboratory",10090,Puf60
8614,human,9606,PUF60
8615,"mouse, laboratory",10090,Habp4
8615,human,9606,HABP4
8617,"mouse, laboratory",10090,Itgb3bp
8617,human,9606,ITGB3BP
8618,"mouse, laboratory",10090,Tdrd7
8618,human,9606,TDRD7
8619,"mouse, laboratory",10090,Cbx6
8619,human,9606,CBX6
8620,"mouse, laboratory",10090,Nptxr
8620,human,9606,NPTXR
8621,"mouse, laboratory",10090,Tram1
8621,human,9606,TRAM1
8622,"mouse, laboratory",10090,Ethe1
8622,human,9606,ETHE1
8623,"mouse, laboratory",10090,Qprt
8623,human,9606,QPRT
8624,"mouse, laboratory",10090,Sec11c
8624,human,9606,SEC11C
8627,"mouse, laboratory",10090,Pik3r5
8627,human,9606,PIK3R5
8628,"mouse, laboratory",10090,Rasd2
8628,human,9606,RASD2
8629,"mouse, laboratory",10090,Smug1
8629,human,9606,SMUG1
8630,"mouse, laboratory",10090,Vsig2
8630,human,9606,VSIG2
8631,"mouse, laboratory",10090,Klhdc2
8631,human,9606,KLHDC2
8632,"mouse, laboratory",10090,Carhsp1
8632,human,9606,CARHSP1
8633,"mouse, laboratory",10090,Lemd3
8633,human,9606,LEMD3
8634,"mouse, laboratory",10090,Hebp2
8634,human,9606,HEBP2
8635,"mouse, laboratory",10090,Orc6
8635,human,9606,ORC6
8636,"mouse, laboratory",10090,Patz1
8636,human,9606,PATZ1
8639,"mouse, laboratory",10090,Ppp1r15a
8639,human,9606,PPP1R15A
8640,"mouse, laboratory",10090,Smpx
8640,human,9606,SMPX
8641,"mouse, laboratory",10090,Cadm1
8641,human,9606,CADM1
8643,"mouse, laboratory",10090,Ppil2
8643,human,9606,PPIL2
8645,"mouse, laboratory",10090,Mtch2
8645,human,9606,MTCH2
8646,"mouse, laboratory",10090,Cldn15
8646,human,9606,CLDN15
8648,"mouse, laboratory",10090,Zfp324
8648,human,9606,ZNF324
8649,human,9606,TNFAIP8
8652,"mouse, laboratory",10090,Optc
8652,human,9606,OPTC
8653,human,9606,SACS
8654,"mouse, laboratory",10090,Hspb8
8654,human,9606,HSPB8
8656,"mouse, laboratory",10090,Fam162a
8656,human,9606,FAM162A
8658,"mouse, laboratory",10090,Akap8l
8658,human,9606,AKAP8L
8659,"mouse, laboratory",10090,Gpr160
8659,human,9606,GPR160
8660,"mouse, laboratory",10090,Fetub
8660,human,9606,FETUB
8661,"mouse, laboratory",10090,Zbtb32
8661,human,9606,ZBTB32
8662,"mouse, laboratory",10090,Acad8
8662,human,9606,ACAD8
8664,"mouse, laboratory",10090,Pelp1
8664,human,9606,PELP1
8665,"mouse, laboratory",10090,Snd1
8665,human,9606,SND1
8666,"mouse, laboratory",10090,Stau2
8666,human,9606,STAU2
8667,"mouse, laboratory",10090,Ghitm
8667,human,9606,GHITM
8670,"mouse, laboratory",10090,Lamp3
8670,human,9606,LAMP3
8671,"mouse, laboratory",10090,Tspan13
8671,human,9606,TSPAN13
8672,"mouse, laboratory",10090,Lypd3
8672,human,9606,LYPD3
8674,"mouse, laboratory",10090,Cacng4
8674,human,9606,CACNG4
8676,"mouse, laboratory",10090,Taf5l
8676,human,9606,TAF5L
8678,"mouse, laboratory",10090,Zbtb11
8678,human,9606,ZBTB11
8679,"mouse, laboratory",10090,Bbc3
8680,"mouse, laboratory",10090,Dkk4
8680,human,9606,DKK4
8681,"mouse, laboratory",10090,Dkk2
8681,human,9606,DKK2
8682,"mouse, laboratory",10090,Inpp5j
8682,human,9606,INPP5J
8683,"mouse, laboratory",10090,Aff4
8683,human,9606,AFF4
8685,"mouse, laboratory",10090,Il20ra
8685,human,9606,IL20RA
8686,"mouse, laboratory",10090,Naaa
8686,human,9606,NAAA
8688,"mouse, laboratory",10090,Il1f6
8688,human,9606,IL36A
8689,"mouse, laboratory",10090,Il17b
8689,human,9606,IL17B
8690,"mouse, laboratory",10090,Tubgcp4
8690,human,9606,TUBGCP4
8691,"mouse, laboratory",10090,Serp1
8691,human,9606,SERP1
8692,"mouse, laboratory",10090,Arfip1
8692,human,9606,ARFIP1
8694,"mouse, laboratory",10090,Sit1
8694,human,9606,SIT1
8696,"mouse, laboratory",10090,Tnfrsf21
8696,human,9606,TNFRSF21
8697,"mouse, laboratory",10090,Sesn1
8697,human,9606,SESN1
8699,"mouse, laboratory",10090,Klhl20
8699,human,9606,KLHL20
8700,"mouse, laboratory",10090,Pcdh17
8700,human,9606,PCDH17
8701,"mouse, laboratory",10090,Csdc2
8701,human,9606,CSDC2
8702,"mouse, laboratory",10090,Cntn6
8702,human,9606,CNTN6
8704,"mouse, laboratory",10090,Srpx2
8704,human,9606,SRPX2
8706,"mouse, laboratory",10090,Rnd1
8706,human,9606,RND1
8707,"mouse, laboratory",10090,R3hcc1l
8707,human,9606,R3HCC1L
8708,"mouse, laboratory",10090,Smpdl3b
8708,human,9606,SMPDL3B
8709,"mouse, laboratory",10090,Dhdh
8709,human,9606,DHDH
8710,human,9606,PDLIM3
8711,"mouse, laboratory",10090,Adamdec1
8711,human,9606,ADAMDEC1
8714,"mouse, laboratory",10090,Zfp330
8714,human,9606,ZNF330
8716,"mouse, laboratory",10090,Golim4
8716,human,9606,GOLIM4
8717,"mouse, laboratory",10090,P2ry10
8717,human,9606,P2RY10
8720,"mouse, laboratory",10090,Rabgef1
8720,human,9606,RABGEF1
8721,"mouse, laboratory",10090,Kcnmb4
8721,human,9606,KCNMB4
8726,"mouse, laboratory",10090,Sh3bp4
8726,human,9606,SH3BP4
8727,"mouse, laboratory",10090,Tmod3
8727,human,9606,TMOD3
8728,"mouse, laboratory",10090,Card10
8728,human,9606,CARD10
8730,"mouse, laboratory",10090,Tfcp2l1
8730,human,9606,TFCP2L1
8731,"mouse, laboratory",10090,Senp1
8733,"mouse, laboratory",10090,Galnt5
8733,human,9606,GALNT5
8734,"mouse, laboratory",10090,Zkscan5
8734,human,9606,ZKSCAN5
8735,"mouse, laboratory",10090,Arfgap2
8735,human,9606,ARFGAP2
8740,"mouse, laboratory",10090,Ero1lb
8740,human,9606,ERO1LB
8742,"mouse, laboratory",10090,Hunk
8742,human,9606,HUNK
8743,"mouse, laboratory",10090,Vsx1
8743,human,9606,VSX1
8745,"mouse, laboratory",10090,Nt5c
8745,human,9606,NT5C
8749,"mouse, laboratory",10090,Tax1bp3
8749,human,9606,TAX1BP3
8752,"mouse, laboratory",10090,Fam120a
8752,human,9606,FAM120A
8753,"mouse, laboratory",10090,Faf2
8753,human,9606,FAF2
8754,"mouse, laboratory",10090,Brinp1
8754,human,9606,BRINP1
8759,"mouse, laboratory",10090,Zfp592
8759,human,9606,ZNF592
8760,"mouse, laboratory",10090,Mical2
8760,human,9606,MICAL2
8763,"mouse, laboratory",10090,Mtfr1
8763,human,9606,MTFR1
8764,"mouse, laboratory",10090,Ttll4
8764,human,9606,TTLL4
8766,"mouse, laboratory",10090,Iqcb1
8766,human,9606,IQCB1
8769,"mouse, laboratory",10090,Lpin2
8769,human,9606,LPIN2
8771,"mouse, laboratory",10090,Dzip3
8771,human,9606,DZIP3
8775,"mouse, laboratory",10090,Phf14
8775,human,9606,PHF14
8776,"mouse, laboratory",10090,Fam53b
8776,human,9606,FAM53B
8780,"mouse, laboratory",10090,Greb1
8780,human,9606,GREB1
8783,"mouse, laboratory",10090,Ube3c
8783,human,9606,UBE3C
8785,"mouse, laboratory",10090,Emc2
8785,human,9606,EMC2
8790,"mouse, laboratory",10090,Cep57
8790,human,9606,CEP57
8792,"mouse, laboratory",10090,St18
8792,human,9606,ST18
8795,"mouse, laboratory",10090,4931406P16Rik
8795,human,9606,KIAA0355
8797,"mouse, laboratory",10090,Fam131b
8797,human,9606,FAM131B
8798,"mouse, laboratory",10090,Adamtsl2
8798,human,9606,ADAMTSL2
8802,"mouse, laboratory",10090,Zfp646
8802,human,9606,ZNF646
8803,"mouse, laboratory",10090,Rab11fip4
8803,human,9606,RAB11FIP4
8804,"mouse, laboratory",10090,9330159F19Rik
8804,human,9606,KIAA0408
8805,"mouse, laboratory",10090,Vprbp
8805,human,9606,VPRBP
8809,"mouse, laboratory",10090,Gprasp1
8809,human,9606,GPRASP1
8810,"mouse, laboratory",10090,Ccp110
8810,human,9606,CCP110
8812,"mouse, laboratory",10090,Arhgap32
8812,human,9606,ARHGAP32
8813,"mouse, laboratory",10090,Zfp536
8813,human,9606,ZNF536
8814,"mouse, laboratory",10090,Clstn1
8814,human,9606,CLSTN1
8815,"mouse, laboratory",10090,Fam115a
8815,human,9606,FAM115A
8816,"mouse, laboratory",10090,Phactr2
8816,human,9606,PHACTR2
8817,"mouse, laboratory",10090,Snph
8817,human,9606,SNPH
8820,"mouse, laboratory",10090,Tbkbp1
8820,human,9606,TBKBP1
8822,"mouse, laboratory",10090,Tox
8822,human,9606,TOX
8823,"mouse, laboratory",10090,Mlec
8823,human,9606,MLEC
8824,"mouse, laboratory",10090,Lzts3
8824,human,9606,LZTS3
8825,"mouse, laboratory",10090,6430548M08Rik
8825,human,9606,KIAA0513
8826,"mouse, laboratory",10090,Zfyve16
8826,human,9606,ZFYVE16
8829,"mouse, laboratory",10090,2810417H13Rik
8829,human,9606,KIAA0101
8831,"mouse, laboratory",10090,2310067B10Rik
8831,human,9606,KIAA0195
8832,"mouse, laboratory",10090,Bclaf1
8832,human,9606,BCLAF1
8834,"mouse, laboratory",10090,Tbc1d5
8834,human,9606,TBC1D5
8837,"mouse, laboratory",10090,Rims3
8837,human,9606,RIMS3
8838,"mouse, laboratory",10090,Snx17
8838,human,9606,SNX17
8839,"mouse, laboratory",10090,2700049A03Rik
8839,human,9606,KIAA0586
8840,"mouse, laboratory",10090,Dlgap5
8840,human,9606,DLGAP5
8841,"mouse, laboratory",10090,Mtss1
8841,human,9606,MTSS1
8842,"mouse, laboratory",10090,Spcs2
8842,human,9606,SPCS2
8843,"mouse, laboratory",10090,Sertad2
8843,human,9606,SERTAD2
8844,"mouse, laboratory",10090,Ckap5
8844,human,9606,CKAP5
8845,"mouse, laboratory",10090,Maml1
8845,human,9606,MAML1
8846,"mouse, laboratory",10090,Snx19
8846,human,9606,SNX19
8847,"mouse, laboratory",10090,Phyhip
8847,human,9606,PHYHIP
8848,"mouse, laboratory",10090,Tatdn2
8848,human,9606,TATDN2
8849,"mouse, laboratory",10090,Ist1
8849,human,9606,IST1
8850,"mouse, laboratory",10090,Dhcr24
8850,human,9606,DHCR24
8851,"mouse, laboratory",10090,Mrpl19
8851,human,9606,MRPL19
8853,"mouse, laboratory",10090,Scrn1
8853,human,9606,SCRN1
8854,"mouse, laboratory",10090,Spock2
8854,human,9606,SPOCK2
8856,"mouse, laboratory",10090,Rnf40
8856,human,9606,RNF40
8858,"mouse, laboratory",10090,Efcab14
8858,human,9606,EFCAB14
8859,"mouse, laboratory",10090,Urb2
8859,human,9606,URB2
8860,"mouse, laboratory",10090,Tsc22d2
8860,human,9606,TSC22D2
8862,"mouse, laboratory",10090,Arhgap11a
8862,human,9606,ARHGAP11A
8863,"mouse, laboratory",10090,Rgp1
8863,human,9606,RGP1
8865,"mouse, laboratory",10090,Dnajc6
8865,human,9606,DNAJC6
8866,"mouse, laboratory",10090,Jakmip2
8866,human,9606,JAKMIP2
8868,"mouse, laboratory",10090,Zeb2
8868,human,9606,ZEB2
8870,"mouse, laboratory",10090,Zbtb24
8870,human,9606,ZBTB24
8871,"mouse, laboratory",10090,Plekhm1
8871,human,9606,PLEKHM1
8873,"mouse, laboratory",10090,C2cd5
8873,human,9606,C2CD5
8874,"mouse, laboratory",10090,4933427D14Rik
8874,human,9606,KIAA0753
8875,"mouse, laboratory",10090,Epm2aip1
8875,human,9606,EPM2AIP1
8876,"mouse, laboratory",10090,C2cd2l
8876,human,9606,C2CD2L
8877,"mouse, laboratory",10090,Farp2
8877,human,9606,FARP2
8878,"mouse, laboratory",10090,D130043K22Rik
8878,human,9606,KIAA0319
8879,"mouse, laboratory",10090,Cep350
8879,human,9606,CEP350
8882,"mouse, laboratory",10090,Lrig2
8882,human,9606,LRIG2
8885,"mouse, laboratory",10090,Arel1
8885,human,9606,AREL1
8887,"mouse, laboratory",10090,Fchsd2
8887,human,9606,FCHSD2
8888,"mouse, laboratory",10090,Zc3h11a
8888,human,9606,ZC3H11A
8889,"mouse, laboratory",10090,Tox4
8889,human,9606,TOX4
8890,"mouse, laboratory",10090,Zbtb39
8890,human,9606,ZBTB39
8892,"mouse, laboratory",10090,Rhobtb1
8892,human,9606,RHOBTB1
8895,"mouse, laboratory",10090,D3Bwg0562e
8895,human,9606,LPPR4
8896,"mouse, laboratory",10090,Nuak1
8896,human,9606,NUAK1
8897,"mouse, laboratory",10090,Tecpr2
8897,human,9606,TECPR2
8898,"mouse, laboratory",10090,E430025E21Rik
8898,human,9606,KIAA0196
8902,"mouse, laboratory",10090,Klhl21
8902,human,9606,KLHL21
8905,"mouse, laboratory",10090,Tmcc2
8905,human,9606,TMCC2
8907,"mouse, laboratory",10090,Supt7l
8907,human,9606,SUPT7L
8908,"mouse, laboratory",10090,Chst15
8908,human,9606,CHST15
8909,"mouse, laboratory",10090,Fam20b
8909,human,9606,FAM20B
8912,"mouse, laboratory",10090,Zbtb40
8912,human,9606,ZBTB40
8913,"mouse, laboratory",10090,Zbtb5
8913,human,9606,ZBTB5
8914,"mouse, laboratory",10090,Lpgat1
8914,human,9606,LPGAT1
8915,"mouse, laboratory",10090,Mfn2
8915,human,9606,MFN2
8916,"mouse, laboratory",10090,Kif14
8916,human,9606,KIF14
8917,human,9606,JOSD1
8918,"mouse, laboratory",10090,Helz
8918,human,9606,HELZ
8919,"mouse, laboratory",10090,Cd302
8919,human,9606,CD302
8920,"mouse, laboratory",10090,Dclre1a
8920,human,9606,DCLRE1A
8922,"mouse, laboratory",10090,Fam13a
8922,human,9606,FAM13A
8923,human,9606,SUGP2
8926,"mouse, laboratory",10090,Fam3c
8926,human,9606,FAM3C
8927,"mouse, laboratory",10090,Pdap1
8927,human,9606,PDAP1
8928,"mouse, laboratory",10090,Scaf8
8928,human,9606,SCAF8
8930,"mouse, laboratory",10090,4922501C03Rik
8930,human,9606,KIAA1009
8932,"mouse, laboratory",10090,Rhobtb3
8932,human,9606,RHOBTB3
8933,"mouse, laboratory",10090,Cobll1
8933,human,9606,COBLL1
8934,"mouse, laboratory",10090,Rnf44
8934,human,9606,RNF44
8935,"mouse, laboratory",10090,Dlgap4
8935,human,9606,DLGAP4
8937,"mouse, laboratory",10090,Rab11fip2
8937,human,9606,RAB11FIP2
8939,"mouse, laboratory",10090,Frmpd1
8939,human,9606,FRMPD1
8940,"mouse, laboratory",10090,Dolk
8940,human,9606,DOLK
8941,"mouse, laboratory",10090,Vash1
8941,human,9606,VASH1
8942,"mouse, laboratory",10090,Zfp507
8942,human,9606,ZNF507
8945,"mouse, laboratory",10090,Adnp2
8945,human,9606,ADNP2
8948,"mouse, laboratory",10090,Lmtk2
8948,human,9606,LMTK2
8949,"mouse, laboratory",10090,Ntng1
8949,human,9606,NTNG1
8950,"mouse, laboratory",10090,Chsy1
8950,human,9606,CHSY1
8951,"mouse, laboratory",10090,Lphn1
8951,human,9606,LPHN1
8952,"mouse, laboratory",10090,Fndc3a
8952,human,9606,FNDC3A
8954,"mouse, laboratory",10090,R3hdm2
8954,human,9606,R3HDM2
8955,"mouse, laboratory",10090,Slitrk3
8955,human,9606,SLITRK3
8956,"mouse, laboratory",10090,Cnksr2
8956,human,9606,CNKSR2
8957,"mouse, laboratory",10090,Fastkd2
8957,human,9606,FASTKD2
8961,"mouse, laboratory",10090,Plekha6
8961,human,9606,PLEKHA6
8962,"mouse, laboratory",10090,Inpp5f
8962,human,9606,INPP5F
8966,"mouse, laboratory",10090,Morc2a
8966,human,9606,MORC2
8967,"mouse, laboratory",10090,Ankrd6
8967,human,9606,ANKRD6
8968,"mouse, laboratory",10090,Zhx2
8968,human,9606,ZHX2
8970,"mouse, laboratory",10090,Spast
8970,human,9606,SPAST
8972,"mouse, laboratory",10090,Ubox5
8972,human,9606,UBOX5
8974,"mouse, laboratory",10090,Zbtb1
8974,human,9606,ZBTB1
8975,"mouse, laboratory",10090,Zfp365
8975,human,9606,ZNF365
8976,"mouse, laboratory",10090,Bahd1
8976,human,9606,BAHD1
8978,"mouse, laboratory",10090,Arsg
8978,human,9606,ARSG
8980,"mouse, laboratory",10090,Btbd3
8980,human,9606,BTBD3
8981,"mouse, laboratory",10090,Sbno2
8981,human,9606,SBNO2
8984,"mouse, laboratory",10090,Wdr47
8984,human,9606,WDR47
8986,"mouse, laboratory",10090,Sorcs3
8986,human,9606,SORCS3
8987,"mouse, laboratory",10090,Pcnxl2
8987,human,9606,PCNXL2
8991,"mouse, laboratory",10090,Rab21
8991,human,9606,RAB21
8994,"mouse, laboratory",10090,Exosc7
8994,human,9606,EXOSC7
8995,"mouse, laboratory",10090,Tmcc1
8995,human,9606,TMCC1
8996,"mouse, laboratory",10090,Usp33
8996,human,9606,USP33
8997,"mouse, laboratory",10090,Wdtc1
8997,human,9606,WDTC1
9000,"mouse, laboratory",10090,Zhx3
9000,human,9606,ZHX3
9002,"mouse, laboratory",10090,Emc1
9002,human,9606,EMC1
9003,"mouse, laboratory",10090,Cmtr1
9003,human,9606,CMTR1
9004,"mouse, laboratory",10090,Hecw1
9004,human,9606,HECW1
9005,"mouse, laboratory",10090,Mycbp2
9005,human,9606,MYCBP2
9006,"mouse, laboratory",10090,Pprc1
9006,human,9606,PPRC1
9007,"mouse, laboratory",10090,Exph5
9007,human,9606,EXPH5
9010,"mouse, laboratory",10090,Zfp423
9010,human,9606,ZNF423
9011,"mouse, laboratory",10090,Zc3h13
9011,human,9606,ZC3H13
9013,"mouse, laboratory",10090,Ttll5
9013,human,9606,TTLL5
9015,"mouse, laboratory",10090,Sarm1
9015,human,9606,SARM1
9019,"mouse, laboratory",10090,Tab2
9019,human,9606,TAB2
9020,"mouse, laboratory",10090,Hic2
9020,human,9606,HIC2
9021,"mouse, laboratory",10090,Camta2
9021,human,9606,CAMTA2
9022,"mouse, laboratory",10090,Pogz
9022,human,9606,POGZ
9024,"mouse, laboratory",10090,Nphp4
9024,human,9606,NPHP4
9027,"mouse, laboratory",10090,Zzef1
9027,human,9606,ZZEF1
9028,"mouse, laboratory",10090,Dcun1d5
9028,human,9606,DCUN1D5
9029,"mouse, laboratory",10090,Zc3h3
9029,human,9606,ZC3H3
9030,"mouse, laboratory",10090,Fcho2
9030,human,9606,FCHO2
9032,"mouse, laboratory",10090,Clcc1
9032,human,9606,CLCC1
9034,"mouse, laboratory",10090,Mprip
9034,human,9606,MPRIP
9035,"mouse, laboratory",10090,Stab1
9035,human,9606,STAB1
9036,"mouse, laboratory",10090,Ttll12
9036,human,9606,TTLL12
9037,"mouse, laboratory",10090,Zcchc14
9037,human,9606,ZCCHC14
9038,"mouse, laboratory",10090,Pask
9038,human,9606,PASK
9039,"mouse, laboratory",10090,Rgl1
9039,human,9606,RGL1
9040,"mouse, laboratory",10090,Phf3
9040,human,9606,PHF3
9044,"mouse, laboratory",10090,Acsbg1
9044,human,9606,ACSBG1
9045,"mouse, laboratory",10090,Trim9
9045,human,9606,TRIM9
9046,"mouse, laboratory",10090,Jmjd6
9046,human,9606,JMJD6
9050,"mouse, laboratory",10090,Fbxo28
9050,human,9606,FBXO28
9052,"mouse, laboratory",10090,Plcl2
9052,human,9606,PLCL2
9053,"mouse, laboratory",10090,Arhgef9
9053,human,9606,ARHGEF9
9054,"mouse, laboratory",10090,Sel1l3
9054,human,9606,SEL1L3
9055,"mouse, laboratory",10090,Dnajc9
9055,human,9606,DNAJC9
9056,"mouse, laboratory",10090,Arc
9056,human,9606,ARC
9057,"mouse, laboratory",10090,D930015E06Rik
9057,human,9606,KIAA0922
9058,"mouse, laboratory",10090,Cobl
9058,human,9606,COBL
9059,"mouse, laboratory",10090,Ankrd12
9059,human,9606,ANKRD12
9061,"mouse, laboratory",10090,Dnmbp
9061,human,9606,DNMBP
9062,"mouse, laboratory",10090,D14Abb1e
9062,human,9606,FAM208A
9063,"mouse, laboratory",10090,Cluh
9063,human,9606,CLUH
9064,"mouse, laboratory",10090,Arap2
9064,human,9606,ARAP2
9065,"mouse, laboratory",10090,Gpr116
9065,human,9606,GPR116
9067,"mouse, laboratory",10090,Agtpbp1
9067,human,9606,AGTPBP1
9068,"mouse, laboratory",10090,Anks1
9068,human,9606,ANKS1A
9069,"mouse, laboratory",10090,Cyld
9069,human,9606,CYLD
9070,"mouse, laboratory",10090,Bicd2
9070,human,9606,BICD2
9072,"mouse, laboratory",10090,Ehbp1l1
9072,human,9606,EHBP1L1
9073,"mouse, laboratory",10090,Kif13b
9073,human,9606,KIF13B
9076,"mouse, laboratory",10090,Trim71
9076,human,9606,TRIM71
9081,"mouse, laboratory",10090,Synm
9081,human,9606,SYNM
9082,"mouse, laboratory",10090,Phf15
9082,human,9606,PHF15
9084,"mouse, laboratory",10090,Trim37
9084,human,9606,TRIM37
9087,"mouse, laboratory",10090,Fnbp4
9087,human,9606,FNBP4
9088,"mouse, laboratory",10090,Arhgef12
9088,human,9606,ARHGEF12
9089,"mouse, laboratory",10090,Larp1
9089,human,9606,LARP1
9090,"mouse, laboratory",10090,Ppp1r13b
9090,human,9606,PPP1R13B
9093,"mouse, laboratory",10090,Ufl1
9093,human,9606,UFL1
9095,"mouse, laboratory",10090,Smg5
9095,human,9606,SMG5
9097,"mouse, laboratory",10090,Nudcd3
9097,human,9606,NUDCD3
9098,"mouse, laboratory",10090,Asxl1
9098,human,9606,ASXL1
9099,"mouse, laboratory",10090,Ppwd1
9099,human,9606,PPWD1
9100,"mouse, laboratory",10090,Ctdnep1
9100,human,9606,CTDNEP1
9102,"mouse, laboratory",10090,Zfyve26
9102,human,9606,ZFYVE26
9103,"mouse, laboratory",10090,Lrrc8b
9103,human,9606,LRRC8B
9104,"mouse, laboratory",10090,Pofut1
9104,human,9606,POFUT1
9108,"mouse, laboratory",10090,R3hdm1
9108,human,9606,R3HDM1
9109,"mouse, laboratory",10090,Ly96
9109,human,9606,LY96
9111,"mouse, laboratory",10090,Bcl2l13
9111,human,9606,BCL2L13
9112,"mouse, laboratory",10090,Hephl1
9112,human,9606,HEPHL1
9113,"mouse, laboratory",10090,Sun2
9113,human,9606,SUN2
9114,"mouse, laboratory",10090,Bri3
9114,human,9606,BRI3
9115,"mouse, laboratory",10090,Hectd1
9115,human,9606,HECTD1
9116,"mouse, laboratory",10090,Mob4
9116,human,9606,MOB4
9117,"mouse, laboratory",10090,Yipf3
9117,human,9606,YIPF3
9120,"mouse, laboratory",10090,Tecpr1
9120,human,9606,TECPR1
9121,"mouse, laboratory",10090,Armc8
9121,human,9606,ARMC8
9123,"mouse, laboratory",10090,Brms1l
9123,human,9606,BRMS1L
9124,"mouse, laboratory",10090,Hdac7
9124,human,9606,HDAC7
9125,"mouse, laboratory",10090,Abhd14b
9125,human,9606,ABHD14B
9127,"mouse, laboratory",10090,BC027231
9127,human,9606,C3orf17
9128,"mouse, laboratory",10090,Letmd1
9128,human,9606,LETMD1
9129,"mouse, laboratory",10090,Tmem186
9129,human,9606,TMEM186
9130,"mouse, laboratory",10090,Aasdhppt
9130,human,9606,AASDHPPT
9134,"mouse, laboratory",10090,Pamr1
9134,human,9606,PAMR1
9135,"mouse, laboratory",10090,Trim58
9135,human,9606,TRIM58
9136,"mouse, laboratory",10090,Ints7
9136,human,9606,INTS7
9140,"mouse, laboratory",10090,Kansl1
9140,human,9606,KANSL1
9141,"mouse, laboratory",10090,Tmem158
9141,human,9606,TMEM158
9142,"mouse, laboratory",10090,Ahctf1
9142,human,9606,AHCTF1
9143,"mouse, laboratory",10090,Dpcd
9143,human,9606,DPCD
9147,"mouse, laboratory",10090,Zdhhc5
9147,human,9606,ZDHHC5
9148,"mouse, laboratory",10090,Mtmr9
9148,human,9606,MTMR9
9149,"mouse, laboratory",10090,Atl3
9149,human,9606,ATL3
9150,"mouse, laboratory",10090,Myrip
9150,human,9606,MYRIP
9151,"mouse, laboratory",10090,Zfp521
9151,human,9606,ZNF521
9153,"mouse, laboratory",10090,Cnrip1
9153,human,9606,CNRIP1
9154,"mouse, laboratory",10090,Sostdc1
9154,human,9606,SOSTDC1
9155,"mouse, laboratory",10090,Gemin5
9155,human,9606,GEMIN5
9158,"mouse, laboratory",10090,Rab11fip5
9158,human,9606,RAB11FIP5
9159,"mouse, laboratory",10090,Wwtr1
9159,human,9606,WWTR1
9160,"mouse, laboratory",10090,Samhd1
9160,human,9606,SAMHD1
9161,"mouse, laboratory",10090,Tpgs2
9161,human,9606,TPGS2
9162,"mouse, laboratory",10090,Pvrl3
9162,human,9606,PVRL3
9163,"mouse, laboratory",10090,Kank2
9163,human,9606,KANK2
9165,"mouse, laboratory",10090,Tmem87a
9165,human,9606,TMEM87A
9166,"mouse, laboratory",10090,Egfl6
9166,human,9606,EGFL6
9167,"mouse, laboratory",10090,Tiparp
9167,human,9606,TIPARP
9168,"mouse, laboratory",10090,Necap2
9168,human,9606,NECAP2
9170,"mouse, laboratory",10090,Aar2
9170,human,9606,AAR2
9172,"mouse, laboratory",10090,Krt23
9172,human,9606,KRT23
9174,"mouse, laboratory",10090,Hinfp
9174,human,9606,HINFP
9176,"mouse, laboratory",10090,Clip3
9176,human,9606,CLIP3
9177,"mouse, laboratory",10090,Tbc1d10b
9177,human,9606,TBC1D10B
9180,"mouse, laboratory",10090,Gorasp2
9180,human,9606,GORASP2
9181,"mouse, laboratory",10090,Polr2m
9181,human,9606,POLR2M
9182,"mouse, laboratory",10090,Zzz3
9182,human,9606,ZZZ3
9185,"mouse, laboratory",10090,Tmem98
9185,human,9606,TMEM98
9188,"mouse, laboratory",10090,Zfp451
9188,human,9606,ZNF451
9189,"mouse, laboratory",10090,Sipa1l1
9189,human,9606,SIPA1L1
9191,"mouse, laboratory",10090,Ss18l1
9191,human,9606,SS18L1
9192,"mouse, laboratory",10090,Setbp1
9192,human,9606,SETBP1
9193,"mouse, laboratory",10090,Slitrk5
9193,human,9606,SLITRK5
9194,"mouse, laboratory",10090,Ppp1r16b
